judul,label,isi
"Bantah Aduan Pedagang yang Nangis ke Jokowi, Polisi: Ujang Sarjana Ditangkap Bukan karena Tolak Pungli",Megapolitan," – Kapolresta Bogor Kota Kombes Pol Susatyo Purnomo menjelaskan duduk perkara penetapan , jadi tersangka.,Susatyo menyebut, pedagang di Pasar Bogor itu bukan ditangkap akibat menolak pungutan liar dari preman, melainkan karena melakukan tindak pidana pengeroyokan kepada sesama pedagang. ,Hal ini disampaikan Susatyo sebagai klarifikasi atas pernyataan kerabat Ujang Sarjana yang sebelumnya sempat mengadu sambil menangis histeris kepada Presiden Joko Widodo. ,Susatyo membeberkan, pengeroyokan itu terjadi pada Jumat tanggal 26 november 2021. ,""Saat itu korban yang sedang berjualan ditegur oleh tersangka dalam hal ini Ujang Sarjana. Ujang (bersama rekan-rekannya) kemudian melakukan pengeroyokan ke dua korban,"" kata Susatyo seperti dilansir dari Kompas TV, Sabtu (23/4/2022). ,Namun Susatyo tak memberi penjelasan lebih jauh soal penyebab perselisihan itu. Ia hanya  menegaskan, penetapan Ujang sebagai tersangka sesuai prosedural dengan memeriksa saksi terkait.,“Penyidikan kami lakukan secara prosedural dan sudah ada 4 saksi kami periksa,”kata dia. ,Sementara itu, Direktur Utama (Dirut) Perumda Pasar Pakuan Jaya Muzakkir menyebut keributan antara Ujang Sarjana dan pihak pelapornya itu disebabkan oleh rebutan lapak dagangan.  ,""Kasus itu saya dengar ribut sesama PKL, rebutan lapak, akhirnya pengeroyokan, ada yang lapor polisi, sempat peninjauan ulang kalah juga makanya dia (Ujang) ditahan,"" kata Muzakkir saat dihubungi TribunnewsBogor.com."
Penyelesaian Sengketa Proses Pemilu dan Legitimasi Pemerintahan Demokratis,Nasional," apapun sistem penyelenggaraan pemilu yang dirancang, selalu terdapat kemungkinan terjadinya pelanggaran yang dapat mereduksi kualitas pemilu.,Untuk itu, sistem penyelenggaraan pemilu yang baik membutuhkan mekanisme kelembagaan terpercaya untuk menyelesaikan berbagai jenis keberatan dan ,.,Mekanisme kelembagaan dimaksud tidak sekadar menyelesaikan sengketa pemilu, tetapi juga menjadi tempat memperjuangkan dan melindungi hak-hak warga negara dari pelanggaran.,Pada saat yang sama, hal itu juga berfungsi memperbaiki dan meluruskan kembali sekaligus memulihkan marwah pemilu sebagai landasan terbentuknya legitimasi pemerintahan yang terpercaya.,Mekanisme sistem penyelenggaraan pemilu 2024 yang rumit disertai informasi dan tingkat pengetahuan yang lemah terhadap penyelesaian sengketa pemilu akan berpotensi menjadi sumber masalah dalam menangani kasus-kasus sengketa pemilu.,Masalah fundamental yang paling berbahaya adalah ketika publik meragukan hasil pemilu. Selain dapat mendelegitimasi juga dapat menimbulkan sikap antipati terhadap pemerintahan yang terpilih.,Bahkan lebih jauh dapat mengganggu stabilitas sosial, politik, dan pemerintahan.,Besarnya ekspektasi masyarakat terhadap pemilu sebagai sarana revolusi politik dan pemerintahan, mendorong beberapa negara di dunia yang tengah dalam konsolidasi demokrasi membentuk institusi-institusi.,Tidak saja penyelenggara pemilu yang independen, tetapi juga mekanisme kelembagaan yang dapat menyelesaikan keberatan dan rasa tidak puas terhadap berbagai pelanggaran selama dalam proses hingga hasil perhitungan suara dan penentuan calon terpilih.,Umumnya negara-negara di dunia termasuk Indonesia membagi dua term penyelesaian sengketa pemilu, yakni:,Pertama, penyelesaian sengketa yang terjadi selama dalam proses tahapan pemilu. Kedua, penyelesaian sengketa hasil pemilu.,Term penyelesaian sengketa selama dalam proses pemilu diselesaikan melalui Badan , (,), dan Pengadilan Tata Usaha Negara (PTUN) untuk aspek-aspek yang berdimensi administrasi.,Sedangkan pelanggaran pidana dengan kategori tertentu dapat dilakukan di tingkat pengadilan negeri.,Selanjutnya term penyelesaian sengketa hasil pemilu dan penetapan calon terpilih menjadi kompetensi Mahkamah Konstitusi (MK).,Banyak pelajaran yang dapat dipetik dari berbagai standar penyelesaian keberatan dan ,.,Tidak sedikit kelompok reformis dan revolusioner di dunia berhasil meruntuhkan rezim otoriter, tetapi gagal dalam melakukan konsolidasi demokrasi hingga mengalami krisis politik berkepanjangan.,Kegagalan bukan karena ketidaksuksesan melakukan reformasi konstitusi dalam menata sistem ketatanegaraan secara menyeluruh, tapi lebih disebabkan oleh teknis penyelenggaraan pemilu yang tidak terencana dengan baik dengan perangkat sistem kelembagaan yang kurang memadai dalam menjamin dan melindungi hak suara setiap warga negara dalam proses pemilu yang jujur dan adil.,Artinya sistem penyelenggaraan pemilu yang baik bukan saja karena kesuksesan memungut suara, tetapi harus mampu menjamin bahwa suara dari setiap warga negara sampai dan didengar melalui perhitungan yang akurat dan benar hingga ditetapkannya calon-calon terpilih.,Oleh sebab itu, performa sistem penyelenggaraan pemilu yang baik, sejauh mungkin dapat mengantisipasi dan meminimalisir terjadinya pelanggaran dan sengketa pemilu.,Jikapun berbagai pelanggaran dan keberatan hingga berakhir dengan sengketa sulit dihindari, tetapi senantiasa tersedia mekanisme kelembagaan yang kapabel, transparan, akuntabel, efisien, efektif, sederhana, dan berkepastian hukum dalam menyelesaikan berbagai keberatan dan sengketa untuk memulihkan hak-hak warga negara yang terlanggar dan kepercayaan terhadap pemilu serta pemerintahan terpilih.,Kesederhanaan proses penyelesaian sengketa pemilu tidak hanya terletak pada hukum acara atau proseduralnya saja, tetapi juga terkait dengan substansi pengaturan setiap tahapan pemilu yang jelas sebagai tolok ukur dalam menilai setiap materi gugatan dan pembuktian.,Secara umum prinsip dasar penyelesaian keberatan dan sengketa pemilu bertujuan menjamin dan memastikan bahwa hak-hak setiap warga negara untuk berpartisipasi dalam pemerintahan demokrasi tersampaikan dan didengar."
"Soal Usul Penundaan Pemilu, Muhaimin: Kalau Saya Bilang Lanjut, ""Digebukin"" Banyak Orang Dong ",Nasional," - Ketua Umum Partai Kebangkitan Bangsa (PKB) , mengisyaratkan tidak lagi menyuarakan wacana , 2024. , Adapun hal tersebut disampaikannya ketika ditanya awak media mengenai sikap PKB terhadap usulan penundaan Pemilu. , Pria yang akrab disapa Cak Imin itu enggan menjadi bulan-bulanan massa jika tetap lanjut mengusulkan ,. , ""Ya kalau saya bilang lanjut , banyak orang dong,"" kata Cak Imin di Kompleks Parlemen Senayan, Jakarta, Jumat (22/4/2022), Cak Imin mengaku tidak pernah mendoakan agar pemilu ditunda. , Sebaliknya, kata dia, ia berdoa agar Pemilu 2024 tetap dilaksanakan dengan lancar. , ""Kalau dilihat secara jujur, sebetulnya doa-doa saya setiap hari semoga Pemilu 2024 berjalan lancar. Enggak pernah saya semoga Pemilu 2026, tidak pernah saya. Doanya semoga Pemilu 2024 lancar,"" ucap dia. , Lebih lanjut, Cak Imin mengungkapkan bahwa usulan penundaan pemilu justru menimbulkan hikmah. , Sebab, usulan itu dinilai memunculkan reaksi tegas dari Presiden Joko Widodo (Jokowi) hingga mahasiswa untuk menolaknya., ""Kita sendiri sampai menunggu reaksi pimpinan-pimpinan partai dan tentu taat pada apa pun yang disuarakan dan dimau masyarakat terutama di dalam penyelangaraan pemilu tahun 2024,"" ucap Wakil Ketua DPR itu."
369 Personil Gabungan Disebar di Tujuh Pos Pengamanan Mudik Lebaran di Depok,Megapolitan," - Sejumlah personil gabungan yang terdiri dari polisi, TNI, hingga pegawai Pemerintah Daerah (Pemda) Kota , dikerahkan selama , 2022 untuk mengamankan ,.,""Pasukan yang dilibatkan untuk pengamanan (mudik) adalah 369 personil yang terdiri dari anggota Polri-TNI dan Pemda Kota Depok,"" kata Kepala Kepolisian Resor Metro Depok, Kombes Pol Imran Edwin Siregar, usai memimpin apel Operasi Ketupat 2022, Jumat (22/4/2022)., Imran mengatakan, ratusan personil gabungan itu nantinya akan disebar di tujuh titik pos yang telah ditentukan. Ketujuh titik tersebut adalah:,Selain untuk mengamankan lalu lintas, Operasi Ketupat juga menyasar gangguan keamanan dan ketertiban masyarakat (Kamtibmas).,""Jelas sasarannya pasti kriminalitas, bentuk kejahatan yang mengganggu masyarakat,"" ujar Imran., Dalam kesempatan yang sama, Kepala Dinas Perhubungan (Dishub) Kota Depok Eko Herwiyanto menuturkan, penanganan lalu lintas dalam pengamanan arus mudik dilaksanakan sesuai instruksi Kapolres Metro Depok., ""Kami akan menunggu komando dari pak Kapolres. Dari anggota yang kami turunkan nanti berada di pos-pos yang selama ini bertugas, bersama membantu mengatur lalu lintas,"" terang Eko."
"UPDATE 22 April: ""Positivity Rate"" Covid-19 Jadi 3,8 Persen",Nasional," – Pada Jumat (22/4/2022), pemerintah melaporkan 87.473 orang diperiksa terkait ,-19 dalam 24 jam terakhir., Dengan demikian, hingga hari ini, secara kumulatif pemerintah telah memeriksa 62.352.169 orang terkait Covid-19., Rincian tes hari ini, sebanyak 15.091 orang diambil sampelnya menggunakan tes PCR, 148 orang menggunakan tes cepat molekuler (TCM), dan 72.234 orang menggunakan tes swab antigen., Berdasarkan pemeriksaan ini, sebanyak 651 orang terkonfirmasi positif Covid-19. Sebanyak 566 kasus terdeteksi dari tes PCR, 15 dari TCM, dan 70 dari antigen.,Dengan begitu, angka ,kasus positif Covid-19 hari ini mencapai 3,81 persen (berdasarkan tes PCR dan TCM).,Jika digabung dengan tes antigen, , 0,74 persen hari ini."
"Jika Memungkinkan, Warga di Kota Tangerang Diimbau Mudik Lebih Awal",Megapolitan," - Polisi Resor (Polres) Metro , Kota mengimbau warga di wilayah hukumnya untuk berangkat , 2022 lebih awal., ""Yang mau mudik, sudah ada himbauan dari pemerintah, sekiranya memungkinkan bisa berangkat terlebih dahulu,"" ujar Kepala Polres Metro Tangerang Kota Komisaris Besar Komarudin kepada awak media, Jumat (22/4/2022).,Komarudin juga meminta agar warga yang mudik bisa berkoordinasi dengan perangkat rukun warga (RW) dan rukun tetangga (RT) setempat sebelum mudik., Hal itu bertujuan agar kepolisian bisa memantau kediaman warga yang mudik., ""Kami dari pihak kepolisian sudah memerintahkan bhabinkamtibmas di setiap kelurahan untuk mendata lingkungan mana yang masyarakatnya banyak akan berangkat mudik,"" tuturnya., ""Dan dari hal itu wilayah itu akan dijadikan zona tertentu untuk pemantauan,"" sambung dia.,Sebelum mudik, warga juga diminta untuk memutus sambungan gas ke kompor untuk menghindari kebakaran., Komarudin mengatakan bahwa banyak kediaman yang terbakar saat ditinggal pemiliknya., ""Kemudian juga dipastikan keamanan rumah karena tidak jarang tragedi kebakaran dari rumah kosong,"" ucapnya., Menteri Perhubungan (Menhub) Budi Karya Sumadi sebelumnya menyarankan masyarakat untuk mudik lebih awal guna menghindari risiko kemacetan lalu lintas."
"Pelaku Pembacokan di Bekasi Utara Masih Diburu, Polisi: Bukan Begal atau Ulah Gangster",Megapolitan," Kepala Satuan Reserse Polres Metro Bekasi Kota Komisaris Polisi Ivan Adhitira menjelaskan bahwa polisi hingga kini masih terus menyelidiki kasus , di Bekasi Utara, Kota Bekasi, Minggu (17/4/2022).,Adapun kasus tersebut sebelumnya mencuat di media sosial. Sebuah foto yang diunggah ke media sosial memperlihatkan korban yang berbaring dalam kondisi lengan terluka. , ""Kita lagi mencari pelakunya siapa, mencari keterangan saksi-saksi yang ada, mencari kemungkinan adanya CCTV di sekitar sana,"" kata Ivan saat ditemui Kompas.com, Jumat (22/4/2022).,Ivan pun belum dapat mengatakan lebih lanjut soal kasus pembacokan tersebut. Meski demikian, Ivan menegaskan bahwa kasus tersebut bukan peristiwa begal atau ulah gangster., ""Bukan begal, bukan gangster. Orang tak dikenal lah. Nanti kalau ditemui, baru kita ekspos,"" jelas Ivan., Sebelumnya, sebuah gambar unggahan di media sosial Twitter beredar dan dinarasikan sebagai korban begal. , Dalam salah satu akun informatif masyarakat, unggahan tersebut mempelihatkan korban sudah berbaring dengan keadaan lengan hampir putus yang diduga terkena sabetan senjata tajam (sajam)., Kejadian tersebut diduga telah terjadi pada Minggu (17/4/2022) sekitar pukul 03.00 WIB di wilayah Bekasi Utara, Kota Bekasi., ""Belum diketahui penyebab pastinya, nanti setelah buat laporan baru kita tahu, temannya korban juga enggak tahu masalahnya kenapa,"" kataKepala Unit Reserse Kriminal Bekasi Utara Iptu Haryono."
UPDATE 22 April: Pemerintah Laporkan 25 Kematian akibat Covid-19,Nasional," - Kasus kematian akibat , masih terjadi.,Hingga Jumat (22/4/2022), pemerintah melalui Satuan Tugas (Satgas) Penanganan Covid-19 menyatakan, terdapat 25 kasus kematian akibat infeksi virus ,.,Dengan demikian, tercatat ada 156.040 ,.,Selain itu, pemerintah mencatat 651 kasus baru Covid-19 dalam 24 jam terakhir., Dengan demikian, hingga hari ini ada 6.043.246 kasus Covid-19 sejak diumumkan pertama kali pada 2 Maret 2020., Hari ini, jumlah kasus Covid-19 yang dinyatakan selesai isolasi mencapai 10.808, sehingga secara kumulatif jumlahnya menjadi 5.866.169 kasus., Berdasarkan data yang sama, terdapat 21.037 pasien Covid-19 yang masih menjalani isolasi dan perawatan di Tanah Air."
"Turut Saksikan Street Race di BSD, Eks Joki Perempuan: Terima Kasih Kapolda",Megapolitan," - Seorang mantan pebalap atau joki turut menyaksikan ajang , di Bumi Serpong Damai (BSD), Pagedangan, Kabupaten Tangerang, Jumat (22/4/2022)., Eks joki yang bernama Gita Permata Sari (20) itu juga sebelumnya menyaksikan, yang dihelat di Ancol, Jakarta, pada 16 Januari 2022., Lantaran street race kali ini berada dekat di kediamannya, Gita tidak menyia-nyiakan kesempatan dan kembali datang untuk menonton.,""Sebenernya di Ancol sudah ikut lihat, cuma karena deket, ingin nonton saja,"" paparnya saat ditemui, Jumat., ""Ngelihat gimana sih treknya, ternyata enak, lebar,"" sambung dia., Dalam kesempatan itu, Gita mengucapkan terima kasih kepada Kepala Polisi Daerah Metro Jaya Inspektor Jenderal Polisi Fadil Imran karena sudah menggelar , di BSD., ""Terima kasih banget buat Kapolda sudah ke sini, ke BSD, ngasih trek kayak gini,"" ucapnya., Dia menilai, trek di Ancol berukuran lebih kecil dari pada trek di BSD ini., Selain itu, menurut Gita, trek di BSD dinilai lebih aman., ""Yang di Ancol lebih kecil sedikit, treknya kalo dilihat agak ancur agak miring, lebih aman di sini,"" sebutnya."
"Api Muncul dari Kap Mesin, Mobil Xpander Terbakar di Pondok Indah",Megapolitan," , - Mobil Mitsubishi , terbakar di Jalan Iskandar Muda, tepatnya di depan Dandelion Waxing, ,, Kebayoran Lama, Jakarta Selatan, Jumat (22/4/2022)., Peristiwa , sempat terekam kamera ponsel dan videonya beredar di media sosial. , Dari video yang beredar, tampak api membakar seluruh mobil yang berada di sisi kiri jalan., Perwira Piket Gulkarmat Jakarta Selatan, Usman mengatakan, kebakaran mobil tersebut dilaporkan terjadi sekitar pukul 18.35 WIB., Insiden itu bermula saat mobil melintas di daerah Pondok Indah, Kebayoran Lama, Jakarta Selatan, seketika muncul asap dari bagian depan mobil. , ""Mobil berada itu di lampu merah Bunderan Pondok Indah, tiba-tiba muncul asap semakin membesar di bagian depan di bawah kap mesin lalu mobil berhenti,"" ujar Usman dalam keterangannya, Jumat., Tak lama api muncul dari bagian mesin hingga membakar seluruh mobil Xpander milik warga Gotong Royong, Cipete, Jakarta Selatan, itu. Diperkirakan mobil tersebut terbakar hampir 90 persen., ""Muncul api dari bagian depan dan terus membesar. pemilik menghubungi kantor dinas pemadam dan di teruskan ke kantor Sudin Pemadam Jakarta Selatan,"" ucap Usman. , Petugas yang menerima laporan peristiwa itu langsung datang ke lokasi. Pemadaman mobil yang terbakar memakan waktu tak lebih dari 20 menit., ""Tiba 18.43 dan selesai pemadaman sekitar pukul 19.00 WIB. Aman, tidak ada korban dari petugas atau pengemudi,"" tutup Usman."
"Puluhan Rumah Kehilangan Akses Jalan akibat Pembangunan Tembok SMKN 69, Ini Tanggapan Camat",Megapolitan," - Pemerintah Kota , angkat bicara mengenai akses jalan yang tertutup ke puluhan rumah di ,, Jakarta Timur, akibat pembangunan tembok ,.,Camat Cakung Fadjar Eko Satrio mengeklaim bahwa hal tersebut sudah disosialisasikan ke puluhan warga terdampak dan mereka tidak mempermasalahkannya.,""Yang komplain cuma satu warga saja,"" kata Fadjar Eko, Jumat (22/4/2022). Satu warga yang dimaksud Fadjar Eko adalah Bresman Marbun (69).,""Sebenarnya tidak ketutup (akses jalannya), yang bersangkutan ada jalan lain, cuma agak mutar dikit,"" imbuhnya.,Tembok itu diketahui menutup akses jalan puluhan rumah yang berlokasi di RT 011 RW 007 Kelurahan Jatinegara, Kecamatan Cakung.,Karena hanya ada satu keluarga yang protes, maka pembangunan tembok sekolah tetap akan dilanjutkan, ujar Camat Cakung tersebut.,Ditemui secara terpisah, Bresman Marbun mengatakan bahwa ia kehilangan akses ke Jalan Swadaya Rawabadung sejak 14 April 2022, saat tembok sekolah mulai dibangun.,Ia dan keluarganya harus melewati dapur atau kamar mandi rumah tetangga untuk bisa mengakses jalan utama., ""Saya bisanya lewat dapur sama kamar mandi orang,"" ujar Marbun saat ditemui di lokasi, Jumat., Marbun mengatakan, ada sekitar 10 rumah yang terdampak pembangunan tembok SMKN 69., ""Yang terdampak langsung ada sekitar 10 rumah. Di samping rumah saya ada tiga rumah ditembok. Cuma mereka enggak bersuara,"" kata Marbun., Pantauan di lokasi, selain rumah milik Marbun, ada beberapa rumah yang dimundurkan akibat pembangunan tembok SMKN 69., ""Yang rumah mundur akibat pembangunan tembok lebih banyak lagi. Bekasnya masih itu tembok,"" tutur Marbun."
"Kejar 5 Tersangka Kasus Robot Trading Fahrenheit, Polri Ajukan ""Red Notice""",Nasional," - Badan Reserse Kriminal (Bareskrim) Polri menetapkan lima tersangka baru terkait kasus penipuan via , ,., Total, ada 10 tersangka kasus , Fahrenheit yang ditetapkan Bareskrim., Dari 10 tersangka itu, 5 orang telah ditahan, sedangkan sisanya diduga ada di luar negeri., ""Total tersangka dalam kasus ini ada 10 orang. Kelimanya terindikasi berada di luar negeri,"" kata Kepala Bagian Penerangan Umum (Kabag Penum) Divisi Humas Polri Kombes Gatot Repli Handoko kepada wartawan, Jumat (22/4/2022)., Adapun 5 inisial tersangka itu yakni HA, FM, WR, BY, dan HD. Polisi pun telah mengajukan penerbitan , untuk menangkap mereka., Selanjutnya, dalam kasus ini, polisi akan melakukan ekspose dengan jaksa penuntut umum (JPU) serta melakukan pemeriksaan saksi ahli., ""Penyidik akan mengajukan , terhadap 5 orang yang telah ditetapkan sebagai tersangka,"" ujar dia., Sebelumnya, Bareskrim Polri menangkap 5 tersangka lain, termasuk bos perusahaan pengelola ,Fahrenheit, Hendry Susanto., Menurut Direktur Tindak Pidana Ekonomi Khusus Badan Reserse Kriminal (Dirtipideksus Bareskrim) Brigjen Whisnu Hermawan, Hendry kini telah ditahan di Rutan Bareskrim Polri., ""Iya sudah ditahan. Hendry ada di Rutan Bareskrim,"" ujar Whisnu saat dikonfirmasi Kompas TV, Rabu (23/2/2022)."
UPDATE 22 April: Ada 3.416 Suspek Covid-19 di Tanah Air,Nasional," - Berdasarkan data pemerintah, ada 3.416 suspek , di Indonesia pada Jumat (22/4/2022)., Data itu disampaikan Satuan Tugas Penanganan Covid-19 melalui dokumen yang dibagikan kepada wartawan. , Kategori , termasuk orang yang mengalami infeksi saluran pernapasan akut (ISPA) dan pada 14 hari terakhir sebelum timbul gejala memiliki riwayat perjalanan atau tinggal di negara/wilayah Indonesia yang melaporkan transmisi lokal.,Istilah suspek juga merujuk pada seseorang yang mengalami infeksi saluran pernapasan akut (ISPA) dan selama 14 hari terakhir punya riwatat kontak dengan penderita Covid-19. , Lalu, suspek Covid-19 merujuk pada orang dengan ISPA berat atau pneumonia berat yang butuh perawatan rumah sakit tanpa penyebab klinis yang meyakinkan., Data yang sama juga menunjukkan penambahan 651 kasus positif Covid-19 dalam 24 jam terakhir, sehingga total pasien Covid-19 di Tanah Air hingga hari ini berjumlah 6.043.246., Disisi lain, kasus kesembuhan dari Covid-19 juga bertambah 10.808, sehingga total kasus sembuh mencapai 5.866.169.,Selama 21-22 April, terdapat 25 kasus kematian. Dengan demikian, total kasus kematian mencapai 156.040. , Secara kumulatif, pemerintah telah memeriksa 94.695.148 spesimen Covid-19 dari 62.352.169 orang. Kasus Covid-19 telah menyebar di 510 kabupaten/kota di 34 provinsi."
"Duduk Perkara Kasus Perundungan Siswa SD di Depok, Melibatkan Anak Berkebutuhan Khusus",Megapolitan," Aksi perundungan yang dilakukan oleh siswa di salah satu Sekolah Dasar Negeri (SDN) di Kecamatan Pancoran Mas, kota Depok, melibatkan sejumlah anak berkebutuhan khusus (ABK). , Plt Kepala SDN tersebut, Kusrini Maryati mengatakan, kejadian tersebut diawali ketika para siswa sedang mengikuti kelas menggambar dan mewarnai di luar kelas., ""Kemarin, lagi kelas mewarnai dan menggambar, sebagian menggambar, sebagian mewarnai. Karena yang ABK ini sudah selesai kata gurunya masuklah ke kelas,"" kata Kusrini saat ditemui wartawan, Jumat (22/4/2022)., Untuk di ketahui, jumlah siswa kelas VI berisi 25 siswa yang di antaranya, 10 siswa berkebutuhan khusus dan 15 siswa lainnya reguler. Sementara, 10 siswa berkebutuhan khusus lima di antaranya merupakan ABK tingkat tinggi., ""Ada 25 siswa di kelas IV, ABK-nya 10, dan 15 siswa reguler dengan dengan dua guru. Jadi bisa dibayangkan, itu yang 10 ABK itu lima di antaranya autisnya tinggi,"" papar Kusrini., Lebih lanjut, kata Kusrini, setelah selesai menggambar dan mewarnai para siswa berkebutuhan khusus tersebut diperkenankan masuk kelas oleh gurunya., Namun, seorang siswa mengadukan kepada gurunya saat korban inisial G (13) menangis setelah memasuki kelas., ""Baru gurunya enggak tahu berapa menit, sudah baku hantam. Menurut cerita dari gurunya, ada anak yang manggil 'Bu Ine itu G nangis, berantem sama J'. Nah ketika gurunya datang, memang nangis si G ini. Dia memang ada kelainan, tidak bisa ngomong,"" ujar Kusrini., Saat ditanyai oleh gurunya, pelaku J (13) tak bermaksud merundung siswa G, ia mengaku hanya bercanda., ""Dia (pelaku) bilangnya bercanda, 'Ibu aku hanya bercanda' pokoknya dia bilang hanya bercanda,"" kata Kusrini."
"Profil Ketua Umum PKB: dari Matori Abdul Djalil ke Alwi Shihab, Lalu ke Cak Imin",Nasional," - Partai Kebangkitan Bangsa (PKB) telah berdiri selama lebih dari dua dekade. Partai yang identik dengan warga Nahdlatul Ulama (NU) itu dideklarasikan pada 23 Juli 1998.,24 tahun berkiprah di panggung politik tanah air, estafet kepemimpinan PKB telah bergulir. Hingga kini, sosok ketua umum PKB telah berganti sebanyak tiga kali, dimulai dari Matori Abdul Djalil, lalu Alwi Shihab, dan kini Muhaimin Iskandar. Berikut profil ketiganya.,Kursi ketua umum PKB pertama diduduki oleh Matori Abdul Djalil. Jabatan itu ia emban sejak PKB terbentuk yakni 23 Juli 1998.,Sedari muda, Matori sudah aktif dalam kegiatan dan organisasi NU. Semasa SMP yakni 1955-1957, Matori menjadi anggota Pandu Ansor.,Pria kelahiran Salatiga, Jawa Tengah, 11 Juli 1942 itu menjadi Ketua Ikatan Pelajar Nahdlatul Ulama (IPNU) cabang Salatiga ketika duduk di bangku SMA.,Lalu, semasa kuliah 1964-1968, Matori menjadi Ketua Pergerakan Mahasiswa Islam Indonesia (PMII) cabang Salatiga. Bersamaan dengan itu, ia juga menjabat Ketua Presidium Kesatuan Aksi Mahasiswa Indonesia (KAMI) Komisariat Salatiga 1966-1968.,Berlanjut ke tahun 1966-1973, alumni Fakultas Hukum Unuversitas Jenderal Soedirman itu menjadi Wakil Ketua DPC Partai NU Kabupaten Semarang/Kotamadya Salatiga.,Karier politik Matori dimulai ketika ia menjabat sebagai Wakil Ketua DPRD II Salatiga pada 1968-1971. Ia lantas menjadi Wakil Ketua DPRD Semarang selama 1971-1977.,Matori terus menanjakkan kariernya hingga menjadi anggota DPRD I Jawa Tengah di tahun 1977-1987. Dari daerah, dia berhasil duduk di kursi Parlemen sebagai anggota DPR RI selama 1987-1997.,Matori terpilih kembali menjadi wakil rakyat, bahkan dipercaya sebagai Wakil Ketua MPR RI selama 1999-2001.,Saat itulah, Matori juga menjabat ketua umum PKB. Dia memimpin partai selama 3 tahun yakni hingga 15 Agustus 2001.,Matori meninggalkan kursi ketua umum PKB karena ditunjuk oleh Presiden kelima RI Megawati Soekarnoputri untuk mengisi kursi Menteri Pertahanan. Jabatan itu ia emban sampai 20 Oktober 2004.,Pada 12 Mei 2007, Matori mengembuskan napas terakhirnya."
"Kembali Aktif, Ini Rute ""Shuttle Bus"" dan ""Skytrain"" Bandara Soekarno-Hatta",Megapolitan," - Bandara Soekarno-Hatta kembali mengaktifkan layanan, dan kereta api layang (kalayang) atau , dalam waktu dekat., Senior Manager Branch Communication and Legal Bandara Soekarno-Hatta, M Holik Muardi mengatakan, layanan , yang berangkat dari gedung , (TOD) M1 itu mulai beroperasi Jumat (22/4/2022) ini., Sementara itu, layanan kalayang alias, hanya akan beroperasi selama periode arus mudik dan arus balik ,, mulai dari tanggal 25 April hingga 10 Mei 2022., Berikut merupakan rute, dan , Bandara Soekarno-Hatta:, Dari M1, shuttle bus menuju Gedung ACS, Gate 3 Terminal 2, Stasiun Kereta Bandara Soekarno-Hatta, dan Halte kargo., Kemudian, Gate 3 Terminal 3, Sub Terminal 1A dan 1B, dan Gedung ACS., Kedua rute tersebut merupakan layanan, gratis., Sementara itu, layanan, berbayar berangkat dari M1, Gate 5 Terminal 2, Halte Parkir Inap 1, Stasiun Kereta Bandara, Halte Imigrasi, Terminal Kargo, Gate 4 Terminal 3, Sub Terminal 1B, Gedung ACD."
Tanggal 23 April Hari Memperingati Apa?,Nasional," , – Tanggal 23 April 2022 jatuh pada hari Sabtu. Pada hari ini, terdapat ,.,Selain itu, terdapat juga hari penting lain hari ini. Berikut beberapa , 2022.,Hari Buku Sedunia dikenal juga dengan , ditetapkan oleh UNESCO pada 23 April 1995.,Tanggal ini dipilih karena merupakan tanggal kematian tiga penulis besar dunia, Miguel de Cervantes, William Shakespeare, dan Inca Garcilaso de la Vega.,Hari Buku dan Hak Cipta Sedunia dibuat sebagai bentuk penghargaan buku sebagai simbol harapan dan aspek yang penting dalam kehidupan.,Buku menjadi alat yang efektif untuk mendidik sebuah generasi. Peran buku sangat penting sebagai sumber pendidikan, ilmu pengetahuan, budaya, dan informasi dari seluruh dunia.,Hari Bahasa Inggris dan Bahasa Spanyol dirayakan oleh Perserikatan Bangsa-Bangsa (PBB) pada tanggal yang sama, yaitu 23 April.,Tanggal ini dipilih karena merupakan tanggal kematian budayawan dan sastrawan Inggris, William Shakespeare, dan jenius sastra Spanyol, Miguel de Cervantes.,PBB menetapkan hari bahasa dengan tujuan untuk merayakan multibahasa dan keragaman budaya, serta mempromosikan penggunaan enam bahasa resmi di seluruh organisasi.,Selain Bahasa Inggris dan Spanyol, bahasa resmi PBB lainnya, yakni Mandarin, Rusia, Arab, dan Perancis. PBB juga telah menetapkan hari bahasa untuk empat bahasa resmi lainnya."
